file	identifier
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4027_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_4709_2015
allyears_monkey.fasta	PMK1_|_A_KANSAS_4532_2015
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_3238_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_13_2003
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_365_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_332_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_31_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_18_2003
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_662_1995
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4390_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_737_1994
allyears_monkey.fasta	RHMK1_|_A_NEW_YORK_1195_2009
allyears_monkey.fasta	PMK1_|_A_ARIZONA_4734_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_20_2003
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3185_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_415_2002
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3208_2012
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C1995_2010
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_457_1999
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_466_2004
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_566_1997
allyears_monkey.fasta	PMK1_|_A_TEXAS_4714_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_655_1994
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_752_1993
allyears_monkey.fasta	PMK1_|_A_MISSISSIPPI_4152_2014
allyears_monkey.fasta	PMK1_|_A_OHIO_4773_2015
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4586_2015
allyears_monkey.fasta	PMK1_|_A_COLORADO_4400_2015
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4295_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_198_2003
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4170_2014
allyears_monkey.fasta	PMK1_|_A_NORTH_DAKOTA_4460_2014
allyears_monkey.fasta	PRHMK_2_|_A_ALBANY_4_1977
allyears_monkey.fasta	PMK1_|_A_TEXAS_4482_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_376_2005
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_3714_2014
allyears_monkey.fasta	PRHMK_2_|_A_ALBANY_42_1975
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_774_1993
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4467_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_550_1998
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3173_2012
allyears_monkey.fasta	PMK1_|_A_VIRGINIA_3254_2012
allyears_monkey.fasta	PMK1_|_A_LOUISIANA_4288_2014
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4180_2014
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_R3296_2011
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4377_2015
allyears_monkey.fasta	PMK1_|_A_UTAH_4356_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4320_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_430_2000
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_732_1994
allyears_monkey.fasta	PRHMK_1_|_A_NEW_YORK_913_2005
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4688_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_426_1999
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4326_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4682_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_582_1996
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4166_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_117_2002
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4334_2014
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4625_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4506_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_76_2002
allyears_monkey.fasta	PMK1_|_A_UTAH_4350_2014
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4146_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_667_1995
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3091_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_556_1996
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_277_1999
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4443_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_509_1997
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_590_1996
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3178_2013
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_634_1995
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_290_1999
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4046_2014
allyears_monkey.fasta	PMK1_|_A_RHODE_ISLAND_4568_2015
allyears_monkey.fasta	PMK1_|_A_MASSACHUSETTS_4534_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_331_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_379_2004
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4006_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_347_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_55_2003
allyears_monkey.fasta	PRHMK_3_|_A_NEW_YORK_905_2004
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_424_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_410_2002
allyears_monkey.fasta	PMK1_|_A_TEXAS_3251_2013
allyears_monkey.fasta	PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0021_2010
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_6_2004
allyears_monkey.fasta	PMK1_|_A_COLORADO_4397_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4681_2014
allyears_monkey.fasta	PMK1_|_A_MARYLAND_4769_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4044_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_371_2004
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4045_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_3099_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_186_1999
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4412_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_450_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_275_2002
allyears_monkey.fasta	PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0065_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_118_2002
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_3239_2012
allyears_monkey.fasta	PMK1_|_A_COLORADO_4236_2014
allyears_monkey.fasta	PMK1_|_A_UTAH_4490_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_4570_2015
allyears_monkey.fasta	PMK1_|_A_KANSAS_4652_2015
allyears_monkey.fasta	PMK1_|_A_TEXAS_4211_2014
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4724_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_613_1996
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_780_1993
allyears_monkey.fasta	PMK1_|_A_COLORADO_4114_2014
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4285_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4330_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4696_2014
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4035_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_238_2005
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4622_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_648_1995
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_695_1995
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_776_1993
allyears_monkey.fasta	PMK1_|_A_COLORADO_4246_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4547_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4038_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_369_2005
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3226_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_263_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_320_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_570_1996
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4327_2014
allyears_monkey.fasta	PMK1_|_A_ALABAMA_3164_2012
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4331_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_4777_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_58_2003
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_433_2000
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4556_2015
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_4708_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_741_1994
allyears_monkey.fasta	PMK1_|_A_TEXAS_3247_2013
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4466_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_765_1993
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_201_2003
allyears_monkey.fasta	PMK1_|_A_WYOMING_4594_2015
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_3715_2014
allyears_monkey.fasta	PMK1_|_A_HAWAII_4745_2015
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_3407_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_24_2003
allyears_monkey.fasta	PMK1_|_A_COLORADO_4118_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_416_2002
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4191_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_714_1994
allyears_monkey.fasta	PMK1_|_A_ILLINOIS_4275_2014
allyears_monkey.fasta	PMK1_|_A_TEXAS_4348_2015
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4365_2014
allyears_monkey.fasta	PMK1_|_A_ILLINOIS_4142_2014
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4495_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_603_1996
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3219_2013
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_677_1995
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4403_2014
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4446_2015
allyears_monkey.fasta	PMK1_|_A_IDAHO_4271_2014
allyears_monkey.fasta	PMK1_|_A_COLORADO_4508_2015
allyears_monkey.fasta	PMK1_|_A_OHIO_3107_2012
allyears_monkey.fasta	PMK1_|_A_COLORADO_4117_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_676_1995
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4253_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_12_2003
allyears_monkey.fasta	PMK1_|_A_ALASKA_3409_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_112_2002
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_771_1993
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_321_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_735_1994
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3227_2012
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4041_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_23_2003
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3216_2013
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3438_2013
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3130_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_657_1994
allyears_monkey.fasta	PMK1_|_A_WYOMING_4593_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_14_2003
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4685_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_204_2003
allyears_monkey.fasta	PMK1_|_A_TEXAS_4477_2015
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_476_2003
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_428_1999
allyears_monkey.fasta	PMK1_|_A_OHIO_3083_2012
allyears_monkey.fasta	PMK1_|_A_NEVADA_4541_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_232_2004
allyears_monkey.fasta	PMK1_|_A_COLORADO_4401_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_404_2002
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_387_2004
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3176_2013
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3175_2013
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_475_2003
allyears_monkey.fasta	PMK1_|_A_DISTRICT_OF_COLUMBIA_4252_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3089_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_36_2003
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4376_2015
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4590_2015
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3081_2012
allyears_monkey.fasta	PRHMK_1_|_A_NEW_YORK_928_2006
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4162_2014
allyears_monkey.fasta	RMK1_|_A_ONTARIO_001_2010
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4298_2014
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C575590_2010
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_3794_2014
allyears_monkey.fasta	PMK1_|_A_COLORADO_3727_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4202_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4549_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_319_2004
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_K4050772_2010
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_127_2001
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_115_2002
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_67_2003
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_N91737_2010
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_699_1995
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_315_1999
allyears_monkey.fasta	R1_|_A_NEW_MEXICO_27_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_56_2003
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4429_2014
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4154_2014
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4410_2014
allyears_monkey.fasta	PMK1_|_A_ALABAMA_3101_2012
allyears_monkey.fasta	PMK1_|_A_ILLINOIS_4274_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4231_2014
allyears_monkey.fasta	PMK1_|_A_MICHIGAN_3398_2013
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4436_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_518_1998
allyears_monkey.fasta	PMK1_|_A_COLORADO_4116_2014
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_3263_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_325_1999
allyears_monkey.fasta	PMK1_|_A_TEXAS_4208_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_727_1994
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_7_2003
allyears_monkey.fasta	PRHMK_3_|_A_NEW_YORK_918_2005
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4680_2014
allyears_monkey.fasta	PMK1_|_A_COLORADO_3086_2012
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C5828_2011
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_113_2002
allyears_monkey.fasta	PMK1_|_A_UTAH_4489_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_740_1994
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_183_1999
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3215_2013
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4438_2014
allyears_monkey.fasta	PMK1_|_A_ALASKA_3103_2012
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4018_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_696_1994
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4591_2015
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_4338_2014
allyears_monkey.fasta	PMK1_|_A_NEVADA_4674_2015
allyears_monkey.fasta	PMK1_|_A_VIRGINIA_3256_2013
allyears_monkey.fasta	RMK1_|_A_ONTARIO_021_2011
allyears_monkey.fasta	PMK1_|_A_CONNECTICUT_4809_2015
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C720531_2010
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_267_2003
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_189_1999
allyears_monkey.fasta	RHMK_3_|_A_NEW_YORK_571_1996
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_554_1996
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4409_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4395_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4136_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_4469_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_747_1994
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_454_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_449_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_163_1999
allyears_monkey.fasta	PMK1_|_A_MASSACHUSETTS_4431_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_357_2005
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_84_2001
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_591_1996
allyears_monkey.fasta	PMK1_|_A_MISSISSIPPI_4536_2015
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4728_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3210_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_549_1998
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4266_2014
allyears_monkey.fasta	PMK1_|_A_MINNESOTA_4150_2014
allyears_monkey.fasta	PMK1_|_A_TEXAS_4717_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_674_1995
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_692_1995
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_601_1996
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4172_2014
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4023_2014
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4459_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4629_2015
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4445_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4261_2014
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4433_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_3401_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_288_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_619_1996
allyears_monkey.fasta	PMK1_|_A_RHODE_ISLAND_4566_2015
allyears_monkey.fasta	RMK1_|_A_ONTARIO_018_2011
allyears_monkey.fasta	PMK1_|_A_NORTH_DAKOTA_4193_2014
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4034_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_96_2002
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_80_2001
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4394_2015
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4408_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_132_2002
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_710_1994
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4510_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_701_1995
allyears_monkey.fasta	RHMK1_|_A_NEW_YORK_1198_2009
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_351_2004
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4042_2014
allyears_monkey.fasta	PMK1_|_A_HAWAII_3440_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_215_2003
allyears_monkey.fasta	PMK1_|_A_TEXAS_4474_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_684_1995
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4538_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_368_2004
allyears_monkey.fasta	RMK1_|_A_ONTARIO_017_2011
allyears_monkey.fasta	PMK1_|_A_ALASKA_4032_2014
allyears_monkey.fasta	PMK1_|_A_ALASKA_4108_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_131_2001
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_709_1994
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_123_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_50_2003
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_328_1998
allyears_monkey.fasta	PMK1_|_A_ARIZONA_4502_2015
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_3234_2012
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4161_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_251_1998
allyears_monkey.fasta	PRHMK_3_|_A_ALBANY_14_1978
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_28_2003
allyears_monkey.fasta	PMK1_|_A_TEXAS_4345_2014
allyears_monkey.fasta	PMK1_|_A_COLORADO_4235_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_184_1999
allyears_monkey.fasta	PMK1_|_A_UTAH_4487_2014
allyears_monkey.fasta	RMK1_|_A_ONTARIO_020_2011
allyears_monkey.fasta	PMK1_|_A_TEXAS_4484_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_610_1995
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_4710_2015
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4677_2015
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3228_2012
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_560_1997
allyears_monkey.fasta	PMK1_|_A_UTAH_4354_2014
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4373_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_390_2005
allyears_monkey.fasta	PMK1_|_A_MARYLAND_3195_2013
allyears_monkey.fasta	PRHMK_3_|_A_NEW_YORK_923_2006
allyears_monkey.fasta	PMK1_|_A_MASSACHUSETTS_4665_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_595_1996
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_803_1993
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_467_2004
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4676_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_716_1994
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C720525_2010
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_506_1998
allyears_monkey.fasta	PMK1_|_A_NEVADA_4301_2014
allyears_monkey.fasta	PMK1_|_A_VIRGINIA_4361_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_687_1995
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_485_2003
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4561_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_395_2005
allyears_monkey.fasta	PRHMK_3_|_A_NEW_YORK_913_2005
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_29_2003
allyears_monkey.fasta	PMK1_|_A_KANSAS_4530_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_74_2002
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_539_1998
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_3400_2013
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4548_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_340_1999
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_3203_2012
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_3242_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_669_1995
allyears_monkey.fasta	PMK1_|_A_ALASKA_4031_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4323_2014
allyears_monkey.fasta	RHMK1_|_A_NEW_YORK_1102_2007
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_375_2005
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_698_1995
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_363_2004
allyears_monkey.fasta	PMK1_|_A_UTAH_4355_2014
allyears_monkey.fasta	PMK1_|_A_TEXAS_4476_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_3413_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_216_2003
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4691_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_37_2003
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4626_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_425_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_798_1993
allyears_monkey.fasta	PMK1_|_A_COLORADO_4240_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_2_2003
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4192_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4815_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_283_1999
allyears_monkey.fasta	PMK1_|_A_COLORADO_4120_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_355_2004
