file	passage
div_other_all_2005.fasta	5004_DAY_2
div_other_all_2005.fasta	5019_DAY_2
div_other_all_2006.fasta	ORIGINAL_SPECIMEN_UNCULTURED_IN_VTM
div_other_all_2006.fasta	
div_other_all_2007.fasta	
div_other_all_2008.fasta	
div_other_all_2009.fasta	RII1_C1
div_other_all_2009.fasta	RIIX_C1
div_other_all_2009.fasta	R1_C1
div_other_all_2009.fasta	RII1_C2
div_other_all_2009.fasta	R1_C2
div_other_all_2009.fasta	R1_S1
div_other_all_2009.fasta	
div_other_all_2010.fasta	RX_C2
div_other_all_2010.fasta	RII1_C1
div_other_all_2010.fasta	R1_C1
div_other_all_2010.fasta	R1_C2
div_other_all_2010.fasta	M1_RII1_C5
div_other_all_2010.fasta	
div_other_all_2011.fasta	NC2
div_other_all_2011.fasta	NC2E2
div_other_all_2011.fasta	NC2E3
div_other_all_2011.fasta	R1_C1
div_other_all_2011.fasta	NC2E4
div_other_all_2011.fasta	R1_C2
div_other_all_2011.fasta	
div_other_all_2012.fasta	NC2E2
div_other_all_2012.fasta	NC2E3
div_other_all_2012.fasta	R1_C1
div_other_all_2012.fasta	RX_C2
div_other_all_2012.fasta	R1_C2
div_other_all_2012.fasta	
div_other_all_2013.fasta	R1_C2
div_other_all_2013.fasta	RII1_C2
div_other_all_2013.fasta	
div_other_all_2014.fasta	R1_S3
div_other_all_2014.fasta	RII1_C1
div_other_all_2014.fasta	R1_C1
div_other_all_2014.fasta	RII1_C2
div_other_all_2014.fasta	RII1_S3
div_other_all_2014.fasta	RII1_S2
div_other_all_2014.fasta	R1_C2
div_other_all_2014.fasta	RII1_S1
div_other_all_2014.fasta	R1_S1
div_other_all_2014.fasta	
div_other_all_2015.fasta	R1_S2
div_other_all_2015.fasta	R1_S1
div_other_all_2015.fasta	RII1_S2
div_other_all_2015.fasta	
div_other_all_2015.fasta	R1_S3
div_siat_all_2008.fasta	S1
div_siat_all_2009.fasta	S1
div_siat_all_2009.fasta	S2
div_siat_all_2010.fasta	S3
div_siat_all_2010.fasta	S1
div_siat_all_2010.fasta	S2
div_siat_all_2011.fasta	S1
div_siat_all_2013.fasta	S4
div_siat_all_2013.fasta	S2
div_siat_all_2014.fasta	SIAT2_SIAT1
div_siat_all_2014.fasta	S3
div_siat_all_2014.fasta	S4
div_siat_all_2014.fasta	S1
div_siat_all_2014.fasta	S2
div_siat_all_2015.fasta	SIAT3_SIAT1
div_siat_all_2015.fasta	S3
div_siat_all_2015.fasta	S1
div_siat_all_2015.fasta	S2
div_siat_all_2015.fasta	SIAT2_SIAT1
div_unpassaged_all_1999.fasta	P0
div_unpassaged_all_2000.fasta	P0
div_unpassaged_all_2002.fasta	P0
div_unpassaged_all_2003.fasta	P0
div_unpassaged_all_2004.fasta	ORIGINAL
div_unpassaged_all_2004.fasta	P0
div_unpassaged_all_2005.fasta	ORIGINAL
div_unpassaged_all_2005.fasta	ISOLATED_DIRECTLY_FROM_HOST__NO_PASSAGE
div_unpassaged_all_2005.fasta	P0
div_unpassaged_all_2006.fasta	ORIGINAL
div_unpassaged_all_2006.fasta	ISOLATED_DIRECTLY_FROM_HOST__NO_PASSAGE
div_unpassaged_all_2006.fasta	P0
div_unpassaged_all_2007.fasta	ORIGINAL
div_unpassaged_all_2007.fasta	P0
div_unpassaged_all_2008.fasta	ORIGINAL
div_unpassaged_all_2008.fasta	P0
div_unpassaged_all_2009.fasta	ORIGINAL
div_unpassaged_all_2009.fasta	P0
div_unpassaged_all_2009.fasta	OR
div_unpassaged_all_2010.fasta	ORIGINAL
div_unpassaged_all_2010.fasta	P0
div_unpassaged_all_2011.fasta	ORIGINAL
div_unpassaged_all_2011.fasta	P0
div_unpassaged_all_2011.fasta	OR
div_unpassaged_all_2012.fasta	ORIGINAL
div_unpassaged_all_2012.fasta	P0
div_unpassaged_all_2012.fasta	OR
div_unpassaged_all_2013.fasta	ORIGINAL
div_unpassaged_all_2013.fasta	P0
div_unpassaged_all_2014.fasta	ORIGINAL
div_unpassaged_all_2014.fasta	OR
div_unpassaged_all_2015.fasta	ORIGINAL
